name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon-offset,icon-offset-units,icon,lon,lat,gx_media_links
Earthjustice,Public interest environmental law | many positions across the United States | https://earthjustice.org/about/jobs | List of regional offices: https://earthjustice.org/about/contact,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3973606,37.7941323,
Earthshot Labs,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.5449763,37.9060368,
Ecohelix,biopolymers,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,18.0749911,59.3495325,
Electric Hydrogen (HQ San Carlos CA),Green hydrogen electrolyzer development | https://eh2.com/ | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2543308,37.5115329,
Electric Hydrogen (Natick MA),"Green hydrogen electrolyzer development | https://eh2.com/ | 1 Strathmore Rd, Natick, MA 01760 | Remote work options: Yes",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.390277,42.296246,
Elemental Excelerator (HI),https://elementalexcelerator.com/ | Remote options: yes | Cleantech start-up support and investment,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-157.8594469,21.3080942,
Elephant Energy,https://climatebase.org/company/29087/elephant-energy | Remote Work Options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-104.9747092,39.7637209,
"Enapter (HQ, Italy)",https://www.enapter.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,10.5288154,43.6201571,
Enapter (Berlin),https://www.enapter.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,13.3805088,52.5225328,
Enapter (Saerbeck),https://www.enapter.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,7.6521109,52.1888434,
Enapter (Thailand),https://www.enapter.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,99.7548654,19.4670147,
Enevate,Better EV batteries,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-117.8555261,33.6426013,
EPA (CA),https://www.usajobs.gov/Search?k=epa,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.398231,37.7853238,
EPA (DC),,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-77.0290773,38.8925841,
Equilibrium Energy,grid power storage | https://www.equilibriumenergy.com | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-117.859563,34.011776,
Evergreen Collaborative,Advocacy and Policy,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3366663,47.6136563,
Evergrow,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4319753,37.7648387,
EVMatch,EV charging | https://evmatch.com/| Remote Work Options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.1743833,37.4832724,
Fisker (HQ),"Electric cars, vans and trucks | https://www.fiskerinc.com/ | For openings in Manhattan Beach, see https://bit.ly/46bAZqT",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-118.3791564,33.901115,
Food System 6,Accelerator https://www.foodsystem6.org/portfolio.html,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2090569,37.4196324,
Forerunner (ME office),,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-70.2821079,43.6644511,
Forerunner  (SF office),,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4008878,37.7907204,
Form Energy (HQ MA),Energy storage | https://formenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.1040943,42.3811293,
Formo Bio (Berlin),Animal-free dairy | https://formo.bio/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,13.4590562,52.4982932,
Generate Capital,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3982806,37.7976042,
GenZero,"Investment fund investing in decarbonization | Six Battery Road, Level 26-01/02, Singapore 049909",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,103.8517731,1.285497,
Global Thermostat (NY),Direct air capture technology | https://www.globalthermostat.com/ | ,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.970997,40.764547,
Global Thermostat (CO),Direct air capture technology | https://www.globalthermostat.com/ | ,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-104.8686758,39.8893988,
GreenBiz Group Inc,https://climatebase.org/company/36515/greenbiz-group Remote job options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2715697,37.8061399,
GreenMantra Technologies,Waste Plastics Repurposing,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-80.2549576,43.1484576,
Gridware,"Grid monitoring, management and troubleshooting for utilities | https://gridware.io/",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.0577767,37.927919,
Gro Intelligence (Singapore),Precision Farming | https://www.gro-intelligence.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,103.8487085,1.2783154,
H2Pro,Green hydrogen production technology | https://www.h2pro.co,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,34.9454825,32.4851578,
Headway Cooperative,https://climatebase.org/company/36097/headway-cooperative | Remote Work Options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-105.2817478,40.0168576,
Heirloom Carbon Technologies,Direct air capture via mineralization | https://www.heirloomcarbon.com/ | Remote work options: Yes ,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3906326,37.7558892,
Hydra Energy,Green H2 heavy duty transport,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.9667787,49.1605807,
Hyliion,Green H2 heavy duty transport,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-97.8008565,30.5015785,
Infinium,Carbon utilization for electrofuels | https://www.infiniumco.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.4800287,38.5739387,
Impact Experience Centre and Academy,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,72.4702993,23.0317389,
Impossible Foods (Redwood City),plant-based meat alternatives | https://impossiblefoods.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2193859,37.5033091,
Impossible Foods (Oakland),plant-based meat alternatives | https://impossiblefoods.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.1912094,37.7416599,
Infinitum,Sustainable air core motors | https://goinfinitum.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-97.6866853,30.534578,
Ionic Materials Inc,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.1360058,42.5064357,
ISeeChange,Community-driven weather and climate monitoring | https://www.iseechange.com/ | Remote job options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-90.0826172,30.0007811,
Jaro Fleet Technologies,https://climatebase.org/company/38566/jaro-fleet-technologies,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2711639,37.8043514,
Jupiter Intelligence,https://climatebase.org/company/47/jupiter-intelligence,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3247137,37.5656848,
Kevala,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4055121,37.8055562,
LanzaTech (HQ),Synthetic Biology | https://lanzatech.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-87.7494857,42.0279775,
LanzaTech (China),Synthetic Biology | https://lanzatech.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,121.51476,31.20629,
LanzaTech (India),Synthetic Biology | https://lanzatech.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.0421785,28.4138566,
LiNa Energy,Solid-state sodium batteries | https://www.lina.energy/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-2.7957372,54.0442443,
Lilac Solutions (NV),Lithium extraction technology | https://lilacsolutions.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-119.2518349,39.6079683,
Nautilus Labs,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.991549,40.7400267,
Lightship Energy,https://climatebase.org/company/22620/lightship-energy-inc,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4183555,37.7420918,
Lime,https://climatebase.org/company/210/lime,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3997377,37.7883503,
Living Carbon (CA),Nature-based solutions i.e. genetically enhanced plants | https://www.livingcarbon.com/ | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.0566668,37.6165995,
Loam Bio (MN),Soil microbial carbon capture | https://www.loambio.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-93.2037491,44.9710767,
Lordstown Motors,"Electric vehicles, trucks and vans | https://www.lordstownmotors.com/ | Note: filed for bankruptcy protection in June 2023 |",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-80.8750857,41.141228,
Lucid Motors (HQ CA),"Electric cars, vans and trucks | https://lucidmotors.com",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.0620312,37.540997,
Lumen Energy,"Commercial building electrification | Remote work options: Yes, Remote-first | https://getlumen.com/",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3997921,37.7874657,
M-Kopa,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,36.7875844,-1.295101,
Maalka,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.9874613,40.6929116,
Mad Agriculture / Mad Capital,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-105.2857108,40.0165656,
May Mobility,https://climatebase.org/company/4475/may-mobility | Remote Work Options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-83.7408052,42.2112935,
Memphis Meats,is now Upside Foods,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2936542,37.8524554,
Mission Control Communications,https://climatebase.org/company/23732/mission-control-communications,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3981003,37.7888907,
Mycoworks (SC),"Approximate location provided i.e. based in Union City, SC | Mycelium-based products for sustainable fashion  | https://www.mycoworks.com/careers",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-81.623711,34.7154122,
Myst AI,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3984902,37.7949953,
National Oceanic and Atmospheric Administration (MD),https://www.usajobs.gov/Search?k=noaa,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-77.0305328,38.9923973,
National Oceanic and Atmospheric Administration (DC),https://www.usajobs.gov/Search?k=noaa,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-77.0327262,38.892949,
The Nature Conservancy (VA),Non-profit addressing climate change through natural solutions | https://www.nature.org/en-us/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-77.1119911,38.882481,
NCX ,Connecting landowners with partners for forest carbon credits | https://ncx.com | Remote work options: Yes |,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.434813,37.7922715,
Nel Hydrogen (China),,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,121.50828,31.23415,
Nel Hydrogen (CT),,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-72.7600062,41.4923103,
Nel Hydrogen (DK),,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,8.9778051,56.1128005,
Nel Hydrogen (HQ),,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,10.6817591,59.9212127,
Nel Hydrogen (Korea),,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,127.0479265,37.5031376,
Nel Hydrogen (San Leandro),Hydrogen,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.1731926,37.7070984,
Nikola Corporation,Heavy duty electric vehicle manufacturer | https://www.nikolamotor.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-111.9923249,33.4063967,
NIO Automobile,Electric vehicle manufacturer | https://www.nio.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,121.473701,31.230416,
Nobell Foods,Plant-based food alternatives | https://www.nobellfoods.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3903556,37.6697827,
NovoHydrogen,Energy,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-104.8753642,39.5666918,
Numina Group,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-88.024365,41.698228,
